title,url,price,,add
翔宇苑二期 套三双卫,http://cd.58.com/zufang/32866772972223x.shtml,2300,"http://pic2.58cdn.com.cn/anjuke_58/aa6c5f7e0339b8e7dbcff2dcd5830738?w=696&amp;h=522&amp;crop=1,http://pic4.58cdn.com.cn/anjuke_58/832303e6e14532a2e6e943f8cd2e8094?w=696&amp;h=522&amp;crop=1,http://pic4.58cdn.com.cn/anjuke_58/2d45ab70029c339fd8eb31f8767371c4?w=696&amp;h=522&amp;crop=1,http://pic3.58cdn.com.cn/anjuke_58/b8aff1607b69f093cc1adf9176c126e1?w=696&amp;h=522&amp;crop=1,http://pic6.58cdn.com.cn/anjuke_58/c40c2dc908a1831840d43e9a7d75b59d?w=696&amp;h=522&amp;crop=1,http://pic6.58cdn.com.cn/anjuke_58/6fb3fc2a4ac86df2749f83353a676705?w=696&amp;h=522&amp;crop=1,http://pic5.58cdn.com.cn/anjuke_58/829223e06a325a7446ec93ad7010b04e?w=696&amp;h=522&amp;crop=1,http://pic6.58cdn.com.cn/anjuke_58/91c4b9a8ffd35a70e008365479c9a452?w=696&amp;h=522&amp;crop=1,http://pic5.58cdn.com.cn/anjuke_58/0f65d77e229aca40cd97a973574637ce?w=696&amp;h=522&amp;crop=1,http://pic5.58cdn.com.cn/anjuke_58/be715b23ec0dc15c3dc3dccfa48f4ecd?w=696&amp;h=522&amp;crop=1",紫薇东路11号
棕南正街9号院 3室2厅1卫(个人),http://cd.58.com/zufang/32866772972223x.shtml,2500,,棕南正街9号
SS+精装套二 2500 有电梯 家电齐全 随时看房 ！！！,http://cd.58.com/zufang/32866772972223x.shtml,2500,"http://pic1.58cdn.com.cn/anjuke_58/05eabd470e745bbd2bcc139111c3ec61?w=696&amp;h=522&amp;crop=1,http://pic3.58cdn.com.cn/anjuke_58/f6f14d555f2ccfbeeba69abc30514b7e?w=696&amp;h=522&amp;crop=1,http://pic2.58cdn.com.cn/anjuke_58/c680003c22fa1756bf6e1296f8dfbab7?w=696&amp;h=522&amp;crop=1,http://pic2.58cdn.com.cn/anjuke_58/cfc1e6be98e1611a429cc0c7e4fbca27?w=696&amp;h=522&amp;crop=1,http://pic1.58cdn.com.cn/anjuke_58/caba935d40ba4bd5435025a4b5f6c894?w=696&amp;h=522&amp;crop=1,http://pic4.58cdn.com.cn/anjuke_58/34506647ad30d9bfef3beaaa348caf45?w=696&amp;h=522&amp;crop=1,http://pic4.58cdn.com.cn/anjuke_58/b4319798093704929eddf76f231b1429?w=696&amp;h=522&amp;crop=1,http://pic4.58cdn.com.cn/anjuke_58/bc789d50325901a8763af0d2677944fe?w=696&amp;h=522&amp;crop=1,http://pic3.58cdn.com.cn/anjuke_58/50518c9008cdd51788dcf062f1742aae?w=696&amp;h=522&amp;crop=1",科华北路145号
玉林下横巷小区 3室1厅1卫(个人),http://cd.58.com/zufang/32866772972223x.shtml,2200,"http://pic6.58cdn.com.cn/dwater/fang/big/n_v23a1c3be1fafc4ceb9a75a7659c93a380.jpg?wt=%40%E6%B1%AA%E5%A5%B3%E5%A3%AB&amp;ws=cac824938d69ce4c39fe921c2bb112e0&amp;w=696&amp;h=522&amp;crop=1,http://pic4.58cdn.com.cn/dwater/fang/big/n_v201e2815538a04003b7562a6c05d4668c.jpg?wt=%40%E6%B1%AA%E5%A5%B3%E5%A3%AB&amp;ws=7741acd9ded95bbb3eb89f1fe487c013&amp;w=696&amp;h=522&amp;crop=1,http://pic6.58cdn.com.cn/dwater/fang/big/n_v2bac0a431bf1b4444a22b5bfbf88a450f.jpg?wt=%40%E6%B1%AA%E5%A5%B3%E5%A3%AB&amp;ws=d0edc40b9fda99bcc75536aede76b848&amp;w=696&amp;h=522&amp;crop=1,http://pic7.58cdn.com.cn/dwater/fang/big/n_v2427c0e1a47fe42ecbc798103adc1e990.jpg?wt=%40%E6%B1%AA%E5%A5%B3%E5%A3%AB&amp;ws=979ba04f1c2ac94a0b8991a97bc22b26&amp;w=696&amp;h=522&amp;crop=1,http://pic1.58cdn.com.cn/dwater/fang/big/n_v20931c4a57ea04850b244dd75293e61f6.jpg?wt=%40%E6%B1%AA%E5%A5%B3%E5%A3%AB&amp;ws=6b3547baa19cc2add7c9ae424a046003&amp;w=696&amp;h=522&amp;crop=1",玉林下横巷6号
紫荆园 3室1厅1卫(个人),http://cd.58.com/zufang/32866772972223x.shtml,2200,"http://pic8.58cdn.com.cn/dwater/fang/big/n_v271ad690c8e4e411a89951a357c6e1cbc.jpg?wt=%40%E7%8E%8B%E5%85%88%E7%94%9F&amp;ws=0e24dad7ea10726a576eb3b4d763c3f9&amp;w=696&amp;h=522&amp;crop=1,http://pic8.58cdn.com.cn/dwater/fang/big/n_v276ade2419def43549c40a77f5b4a5e35.jpg?wt=%40%E7%8E%8B%E5%85%88%E7%94%9F&amp;ws=d591cfa5b186a4c344dfcd3c6f6885f1&amp;w=696&amp;h=522&amp;crop=1,http://pic7.58cdn.com.cn/dwater/fang/big/n_v2e1af3e4646c94e748d9d8a051f1e6781.jpg?wt=%40%E7%8E%8B%E5%85%88%E7%94%9F&amp;ws=03cf5f0ed6378c6147955239c1781bea&amp;w=696&amp;h=522&amp;crop=1",玉林西街8号
玉林一巷12号院 3室2厅1卫(个人),http://cd.58.com/zufang/32866772972223x.shtml,2200,,玉林一巷12号
东苑C区 诚心出租 纯清水 套三双卫 对中庭 三瓦窑地铁站旁,http://cd.58.com/zufang/32866772972223x.shtml,2500,"http://pic2.58cdn.com.cn/anjuke_58/bcef9d3cf66563a438a63ec8fda97ed8?w=696&amp;h=522&amp;crop=1,http://pic3.58cdn.com.cn/anjuke_58/971d1d75f68a4184df0c47696129fdc6?w=696&amp;h=522&amp;crop=1,http://pic3.58cdn.com.cn/anjuke_58/f825a0019a95ff806007627ab659faf9?w=696&amp;h=522&amp;crop=1,http://pic6.58cdn.com.cn/anjuke_58/3d3693f590fefa98cb648e4f04a45dc2?w=696&amp;h=522&amp;crop=1",金桂路233号
成科路2号院 3室2厅1卫(个人),http://cd.58.com/zufang/32866772972223x.shtml,2400,,成科路2号
3个卧室一样大，家具家电齐全，可以配空调,http://cd.58.com/zufang/32866772972223x.shtml,1600,"http://pic8.58cdn.com.cn/anjuke_58/f804c0d4e577c18666138ade5e183671?w=696&amp;h=522&amp;crop=1,http://pic2.58cdn.com.cn/anjuke_58/1d5f1dc7f596216dbf45dd1d8934506a?w=696&amp;h=522&amp;crop=1,http://pic2.58cdn.com.cn/anjuke_58/b6ff3974ec00ba682755bc46a0aa4e47?w=696&amp;h=522&amp;crop=1,http://pic1.58cdn.com.cn/anjuke_58/16d2577de58ec1aba0d5c8b6abf37d02?w=696&amp;h=522&amp;crop=1,http://pic1.58cdn.com.cn/anjuke_58/1605a2dc34eceb7b3b7c11bccd94ac1d?w=696&amp;h=522&amp;crop=1,http://pic1.58cdn.com.cn/anjuke_58/7987d108bc746fb901cbb49b5ff665d3?w=696&amp;h=522&amp;crop=1",长寿路3号
房子新、小区新、环保装修、实木配置，小区车位充足,http://cd.58.com/zufang/32866772972223x.shtml,2500,"http://pic4.58cdn.com.cn/anjuke_58/9b61f52f1a3e4ec11be6eae43a41cb9f?w=696&amp;h=522&amp;crop=1,http://pic2.58cdn.com.cn/anjuke_58/fe826056630c9218bb49921fa85a1502?w=696&amp;h=522&amp;crop=1,http://pic2.58cdn.com.cn/anjuke_58/7dbfeb10605539d8dd8bb07538a406a3?w=696&amp;h=522&amp;crop=1,http://pic2.58cdn.com.cn/anjuke_58/3eac48340dc080f1773af418c8c9b96b?w=696&amp;h=522&amp;crop=1,http://pic1.58cdn.com.cn/anjuke_58/eb200deb0ecca43233630078331f8e47?w=696&amp;h=522&amp;crop=1",高攀西巷3号
东苑D区 诚心出租 套三单卫 纯清水 客厅卧室看锦江 近地铁,http://cd.58.com/zufang/32866772972223x.shtml,2100,"http://pic2.58cdn.com.cn/anjuke_58/c6fd3a3332b3537ded15b07ba6c8328b?w=696&amp;h=522&amp;crop=1,http://pic8.58cdn.com.cn/anjuke_58/f070f03c9e6319226f2305745a5894cd?w=696&amp;h=522&amp;crop=1,http://pic2.58cdn.com.cn/anjuke_58/207098716f92c4ed9f3b492bf25cd0c7?w=696&amp;h=522&amp;crop=1,http://pic3.58cdn.com.cn/anjuke_58/d7c0c9e582b7582149b0dd484b262611?w=696&amp;h=522&amp;crop=1,http://pic2.58cdn.com.cn/anjuke_58/df96ff314595d33d4f3fc64231f43c83?w=696&amp;h=522&amp;crop=1",桂溪路318号
肿瘤医院旁，整洁干净宽敞，家具家电齐全，地铁三瓦窑站,http://cd.58.com/zufang/32866772972223x.shtml,2500,"http://pic6.58cdn.com.cn/anjuke_58/47aee782231b2e77235dd65ec53d8a73?w=696&amp;h=522&amp;crop=1,http://pic4.58cdn.com.cn/anjuke_58/3373e1c09fb8090f303ddd308be3215f?w=696&amp;h=522&amp;crop=1,http://pic4.58cdn.com.cn/anjuke_58/22304e0215d16c423d3b12a9db51410b?w=696&amp;h=522&amp;crop=1,http://pic4.58cdn.com.cn/anjuke_58/b8537719975980b7ff81e08ccb581cb1?w=696&amp;h=522&amp;crop=1,http://pic4.58cdn.com.cn/anjuke_58/b44b74c276272a9c68a9fd90d0db9412?w=696&amp;h=522&amp;crop=1,http://pic4.58cdn.com.cn/anjuke_58/9738742a66b2981ad96d23c56db4675e?w=696&amp;h=522&amp;crop=1,http://pic6.58cdn.com.cn/anjuke_58/5fb5a1bf59f47bcf118fb948fb23ee6a?w=696&amp;h=522&amp;crop=1",科华南路10号
地铁一号线 美领馆人民南路科华北路保利中心对面棕北二期套三,http://cd.58.com/zufang/32866772972223x.shtml,2500,"http://pic2.58cdn.com.cn/anjuke_58/514f45331fe64e52453f5228b8521e7f?w=696&amp;h=522&amp;crop=1,http://pic4.58cdn.com.cn/anjuke_58/0071d92a7ae1b39a1690c405658cb7cb?w=696&amp;h=522&amp;crop=1,http://pic4.58cdn.com.cn/anjuke_58/b7059c074b3d0a016480661f5a19d42c?w=696&amp;h=522&amp;crop=1,http://pic4.58cdn.com.cn/anjuke_58/02e1b70008d27b9a14e6435eb2efbf1a?w=696&amp;h=522&amp;crop=1,http://pic3.58cdn.com.cn/anjuke_58/0265ba0c0f2676d5cc1f4122eb3058fb?w=696&amp;h=522&amp;crop=1,http://pic2.58cdn.com.cn/anjuke_58/1d9d0ed37aa4ac1b3976b77b0d90d8a9?w=696&amp;h=522&amp;crop=1,http://pic3.58cdn.com.cn/anjuke_58/2e117c7016f9512b2f13047b8c4295db?w=696&amp;h=522&amp;crop=1,http://pic2.58cdn.com.cn/anjuke_58/9c27084605209aa0f3648ab657be3c67?w=696&amp;h=522&amp;crop=1,http://pic2.58cdn.com.cn/anjuke_58/0ebfbfa1cc6c2065249895c4b8353116?w=696&amp;h=522&amp;crop=1",科院街6号
月付火车南站凯德广场大鼎世纪肿瘤医院旁丰德国际广场新希望大厦,http://cd.58.com/zufang/32866772972223x.shtml,2400,"http://pic5.58cdn.com.cn/anjuke_58/a5ea5a81f5ca8b42d33e68f04adcd0bf?w=696&amp;h=522&amp;crop=1,http://pic7.58cdn.com.cn/anjuke_58/0398f3c5890955dcc99ef2893d6d287c?w=696&amp;h=522&amp;crop=1,http://pic6.58cdn.com.cn/anjuke_58/510905fbf047e7b1b36ae3c6190a749d?w=696&amp;h=522&amp;crop=1,http://pic7.58cdn.com.cn/anjuke_58/7f0c99860625940349b667cccaa032ac?w=696&amp;h=522&amp;crop=1,http://pic6.58cdn.com.cn/anjuke_58/881b696d5f6ac077bef24f91d7e2bc35?w=696&amp;h=522&amp;crop=1",长寿路3号
棕南甲A 套二出租 价格便宜 配套齐全 随时看房！！！,http://cd.58.com/zufang/32866772972223x.shtml,2500,"http://pic4.58cdn.com.cn/anjuke_58/95668c65f062c6a1bdf2442df5992d54?w=696&amp;h=522&amp;crop=1,http://pic8.58cdn.com.cn/anjuke_58/949c545193225f33a9aec4af7716f601?w=696&amp;h=522&amp;crop=1,http://pic8.58cdn.com.cn/anjuke_58/e01450378a44c5978b124eb710394911?w=696&amp;h=522&amp;crop=1,http://pic8.58cdn.com.cn/anjuke_58/5167a8f1422b9ea88cd2d6f869388c97?w=696&amp;h=522&amp;crop=1,http://pic7.58cdn.com.cn/anjuke_58/a254f95a6d51c76f23cc0ed9aecb8d41?w=696&amp;h=522&amp;crop=1,http://pic7.58cdn.com.cn/anjuke_58/5a2b88b5dc091d01fcfbfbd1353298c3?w=696&amp;h=522&amp;crop=1,http://pic7.58cdn.com.cn/anjuke_58/1ffde15e260e575b2592696501676336?w=696&amp;h=522&amp;crop=1,http://pic7.58cdn.com.cn/anjuke_58/0bd5033e1a3aee4358f06603d8d6ac8b?w=696&amp;h=522&amp;crop=1,http://pic1.58cdn.com.cn/anjuke_58/4560d8b7161536a10122e5a22cebc508?w=696&amp;h=522&amp;crop=1,http://pic2.58cdn.com.cn/anjuke_58/94eaf3915c15a62aa8d7464ffb8b6b3d?w=696&amp;h=522&amp;crop=1,http://pic1.58cdn.com.cn/anjuke_58/61f6c60b9f27bb7c8b649a1b2c0702dc?w=696&amp;h=522&amp;crop=1,http://pic1.58cdn.com.cn/anjuke_58/c3eb474b1b83ae6c3b5b274f49197acf?w=696&amp;h=522&amp;crop=1,http://pic8.58cdn.com.cn/anjuke_58/fbc4c9c3d9158272acbb3f398284c3a7?w=696&amp;h=522&amp;crop=1,http://pic8.58cdn.com.cn/anjuke_58/ecafbc11bb4ffc6a7e86883c2cccb75f?w=696&amp;h=522&amp;crop=1,http://pic3.58cdn.com.cn/anjuke_58/1a9959db861fe5c0ea7240ccdc0c38cf?w=696&amp;h=522&amp;crop=1,http://pic3.58cdn.com.cn/anjuke_58/a75ac18f775347de2bed3bd899e68c75?w=696&amp;h=522&amp;crop=1,http://pic3.58cdn.com.cn/anjuke_58/27184581a4990698b407d4305e48ed5d?w=696&amp;h=522&amp;crop=1",棕南正街9号
